Provider Id,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description
330175,134 HOMER AVENUE,CORTLAND,NY,13045,NY - Syracuse
330177,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,NY - Syracuse
330180,2215 BURDETT AVENUE,TROY,NY,12180,NY - Albany
330181,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NY - East Long Island
330182,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NY - East Long Island
330184,16 GUION PLACE,NEW ROCHELLE,NY,10802,NY - Bronx
330185,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island
330188,5300 MILITARY ROAD,LEWISTON,NY,14092,NY - Buffalo
330191,100 PARK STREET,GLENS FALLS,NY,12801,NY - Albany
330193,45TH AVENUE AND PARSONS BOULEVARD,FLUSHING,NY,11355,NY - East Long Island
330194,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan
330195,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NY - East Long Island
330196,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan
330197,50 LEROY STREET,POTSDAM,NY,13676,VT - Burlington
330198,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NY - East Long Island
330199,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan
330201,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan
330202,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan
330203,736 IRVING AVENUE,SYRACUSE,NY,13210,NY - Syracuse
330204,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan
330205,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,NJ - Ridgewood
330208,976 NORTH BROADWAY,YONKERS,NY,10701,NY - White Plains
330211,214 KING STREET,OGDENSBURG,NY,13669,NY - Syracuse
330213,7785 NORTH STATE STREET,LOWVILLE,NY,13367,NY - Syracuse
330214,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan
330215,1500 NORTH JAMES STREET,ROME,NY,13440,NY - Syracuse
330218,110 WEST SIXTH STREET,OSWEGO,NY,13126,NY - Syracuse
330219,462 GRIDER STREET,BUFFALO,NY,14215,NY - Buffalo
330221,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan
330222,211 CHURCH STREET,SARATOGA SPRING,NY,12866,NY - Albany
330223,1 HOSPITAL DRIVE,MASSENA,NY,13662,VT - Burlington
330224,105 MARY'S AVENUE,KINGSTON,NY,12401,NY - Albany
330225,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan
330226,1555 LONG POND ROAD,ROCHESTER,NY,14626,NY - Rochester
330229,529 CENTRAL AVENUE,DUNKIRK,NY,14048,NY - Buffalo
330231,82-68 164TH STREET,JAMAICA,NY,11432,NY - East Long Island
330232,1300 MASSACHUSETTS AVENUE,TROY,NY,12180,NY - Albany
330233,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan
330234,100 WOODS RD,VALHALLA,NY,10595,NY - White Plains
330235,17 LANSING STREET,AUBURN,NY,13021,NY - Syracuse
330236,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan
330238,111  CLARA BARTON STREET,DANSVILLE,NY,14437,NY - Rochester
330239,207 FOOTE AVENUE,JAMESTOWN,NY,14701,PA - Erie
330240,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan
330241,750 EAST ADAMS STREET,SYRACUSE,NY,13210,NY - Syracuse
330245,2209 GENESEE STREET,UTICA,NY,13501,NY - Elmira
330246,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,NY - East Long Island
330249,150 BROAD STREET,HAMILTON,NY,13346,NY - Syracuse
330250,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,VT - Burlington
330259,1000 NORTH VILLAGE AVENUE,ROCKVILLE CENTR,NY,11570,NY - East Long Island
330261,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,NY - White Plains
330263,1001 WEST STREET,CARTHAGE,NY,13619,NY - Syracuse
330264,70 DUBOIS STREET,NEWBURGH,NY,12550,NY - White Plains
330265,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,NY - Rochester
330267,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,NY - White Plains
330268,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,NY - Albany
330270,535 EAST 70TH STREET,NEW YORK,NY,10021,NY - Manhattan
330273,670 STONELEIGH AVENUE,CARMEL,NY,10512,CT - New Haven
330276,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,NY - Albany
330277,176 DENISON PARKWAY EAST,CORNING,NY,14830,PA - Sayre
330279,565 ABBOTT ROAD,BUFFALO,NY,14220,NY - Buffalo
330285,601 ELMWOOD AVE,ROCHESTER,NY,14642,NY - Rochester
330286,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,NY - East Long Island
330304,41 EAST POST R0AD,WHITE PLAINS,NY,10601,NY - White Plains
330306,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan
330307,101 DATES DRIVE,ITHACA,NY,14850,NY - Rochester
330316,2475 ST RAYMOND AVENUE,BRONX,NY,10461,NY - Bronx
330331,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NY - East Long Island
330332,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NY - East Long Island
330340,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,NY - East Long Island
330350,445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan
330353,102 - 01 66TH ROAD,FOREST HILLS,NY,11375,NY - East Long Island
330372,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NY - East Long Island
330385,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,NY - Bronx
330386,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,NY - Albany
330393,HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,NY - East Long Island
330394,33-57 HARRISON STREET,JOHNSON CITY,NY,13790,NY - Binghamton
330395,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,NY - East Long Island
330396,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan
330397,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan
330399,4422 THIRD AVENUE,BRONX,NY,10457,NY - Bronx
330401,50 ROUTE 25A,SMITHTOWN,NY,11787,NY - East Long Island
340001,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte
340002,509 BILTMORE AVE,ASHEVILLE,NC,28801,NC - Asheville
340003,830 ROCKFORD ST,MOUNT AIRY,NC,27030,NC - Winston-Salem
340004,601 N ELM ST  PO BOX HP-5,HIGH POINT,NC,27261,NC - Winston-Salem
340008,500 LAUCHWOOD DR,LAURINBURG,NC,28352,NC - Durham
340010,2700 WAYNE MEMORIAL DR,GOLDSBORO,NC,27534,NC - Raleigh
340011,125 HOSPITAL DR,SPRUCE PINE,NC,28777,NC - Asheville
340013,288 SOUTH RIDGECREST AVE,RUTHERFORDTON,NC,28139,NC - Charlotte
340014,3333 SILAS CREEK PARKWAY,WINSTON-SALEM,NC,27103,NC - Winston-Salem
340015,612 MOCKSVILLE AVE,SALISBURY,NC,28144,NC - Charlotte
340016,68 HOSPITAL RD,SYLVA,NC,28779,NC - Asheville
340017,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,NC - Asheville
340020,1135 CARTHAGE ST,SANFORD,NC,27330,NC - Durham
340021,201 E GROVER ST,SHELBY,NC,28150,NC - Charlotte
340023,100 HOSPITAL DRIVE,HENDERSONVILLE,NC,28792,NC - Asheville
340024,607 BEAMAN ST,CLINTON,NC,28328,NC - Raleigh
340027,100 AIRPORT RD,KINSTON,NC,28501,NC - Greenville
340028,1638 OWEN DRIVE P O BOX 2000,FAYETTEVILLE,NC,28302,NC - Raleigh
340030,PO BOX 3708 DUMC  ERWIN RD,DURHAM,NC,27710,NC - Durham
340032,2525 COURT DR,GASTONIA,NC,28052,NC - Charlotte
340036,100 HOSPITAL DR BOX 609,LOUISBURG,NC,27549,NC - Raleigh
340037,706 W KING ST,KINGS MOUNTAIN,NC,28086,NC - Charlotte
340038,628 E 12TH ST,WASHINGTON,NC,27889,NC - Greenville
340039,557 BROOKDALE DR  P O BOX 1828,STATESVILLE,NC,28677,NC - Winston-Salem
340040,"2100 STANTONSBURG RD, PO BOX 6028",GREENVILLE,NC,27835,NC - Greenville
340041,321 MULBERRY ST SW,LENOIR,NC,28645,NC - Hickory
340042,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,NC - Greenville
340047,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,NC - Winston-Salem
340049,3916 BEN FRANKLIN BOULEVARD,DURHAM,NC,27704,NC - Durham
340050,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,NC - Durham
340051,336 DEERFIELD ROAD,BOONE,NC,28607,TN - Johnson City
340053,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,NC - Charlotte
340055,720 MALCOLM BLVD,VALDESE,NC,28690,NC - Hickory
340060,117 E KINGS HIGHWAY,EDEN,NC,27288,NC - Greensboro
340061,101 MANNING DRIVE,CHAPEL HILL,NC,27514,NC - Durham
340064,1370 WEST D ST,NORTH WILKESBOR,NC,28659,NC - Winston-Salem
340068,500 JEFFERSON ST,WHITEVILLE,NC,28472,NC - Wilmington
340069,3000 NEW BERN AVE,RALEIGH,NC,27610,NC - Raleigh
340070,1240 HUFFMAN MILL RD PO BOX 202,BURLINGTON,NC,27216,NC - Durham
340071,800 TILGHMAN DR,DUNN,NC,28334,NC - Raleigh
340073,3400 WAKE FOREST RD,RALEIGH,NC,27609,NC - Raleigh
340075,2201 S STERLING ST,MORGANTON,NC,28655,NC - Charlotte
340084,500 MORVEN ROAD,WADESBORO,NC,28170,NC - Charlotte
340085,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,NC - Winston-Salem
340087,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,NC - Asheville
340090,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,NC - Raleigh
340091,1200 N ELM ST,GREENSBORO,NC,27401,NC - Greensboro
340096,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,NC - Winston-Salem
340097,180 PARKWOOD DR,ELKIN,NC,28621,NC - Winston-Salem
340098,2001 VAIL AVE,CHARLOTTE,NC,28207,NC - Charlotte
340099,500 S ACADEMY ST,AHOSKIE,NC,27910,NC - Greenville
340106,1000 WEST HAMLET AVENUE,HAMLET,NC,28345,NC - Charlotte
340107,111 HOSPITAL DR,TARBORO,NC,27886,NC - Greenville
340109,1144 N ROAD ST,ELIZABETH CITY,NC,27909,VA - Norfolk
340113,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,NC - Charlotte
340114,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,NC - Raleigh
340115,155 MEMORIAL DRIVE,PINEHURST,NC,28374,NC - Durham
340116,420 N CENTER ST,HICKORY,NC,28601,NC - Hickory
340119,301 YADKIN ST,ALBEMARLE,NC,28001,NC - Charlotte
340120,401 N MAIN ST,KENANSVILLE,NC,28349,NC - Greenville
340123,364 WHITE OAK STREET,ASHEBORO,NC,27204,NC - Greensboro
340126,1705 S TARBORO ST,WILSON,NC,27893,NC - Raleigh
340127,COLLEGE ST BOX 947,OXFORD,NC,27565,NC - Durham
340129,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,NC - Charlotte
340130,600 HOSPITAL DR,MONROE,NC,28110,NC - Charlotte
340131,2000 NEUSE BLVD,NEW BERN,NC,28560,NC - Greenville
340132,PO BOX 59,HENDERSON,NC,27536,NC - Durham
340133,310 S MCCASKEY RD P O BOX 1128,WILLIAMSTON,NC,27892,NC - Greenville
340141,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NC - Wilmington
340142,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,NC - Greenville
340143,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,NC - Hickory
340144,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,NC,28687,NC - Winston-Salem
340145,433 MCALISTER RD,LINCOLNTON,NC,28092,NC - Charlotte
340147,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NC - Raleigh
340148,1950 S HAWTHORNE RD,WINSTON-SALEM,NC,27103,NC - Winston-Salem
340151,250 SMITH CHURCH RD,ROANOKE RAPIDS,NC,27870,NC - Raleigh
340153,1901 RANDOLPH RD,CHARLOTTE,NC,28207,NC - Charlotte
340155,3643 N ROXBORO ROAD,DURHAM,NC,27704,NC - Durham
340156,CALLER BOX C268,CHEROKEE,NC,28719,NC - Asheville
340158,1 MEDICAL CENTER DR  PO BOX 139,SUPPLY,NC,28462,NC - Wilmington
340159,615 RIDGE RD,ROXBORO,NC,27573,NC - Durham
340160,3990 EAST US HIGHWAY 64 ALT,MURPHY,NC,28906,GA - Atlanta
340166,8800 NORTH TYRON STREET,CHARLOTTE,NC,28262,NC - Charlotte
340168,2520 TROY DRIVE,WILMINGTON,NC,28401,NC - Wilmington
340171,1500 MATTHEWS TWNSHP PRKWY BOX 3310,MATTHEWS,NC,28106,NC - Charlotte
340173,1900 KILDARE FARM ROAD,CARY,NC,27511,NC - Raleigh
340183,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,NC - Charlotte
340184,262 LEROY GEORGE DRIVE,CLYDE,NC,28721,NC - Asheville
350002,900 E BROADWAY,BISMARCK,ND,58501,ND - Bismarck
350006,407 3RD ST SE,MINOT,ND,58701,ND - Minot
350011,801 BROADWAY NORTH,FARGO,ND,58122,ND - Fargo/Moorhead MN
350015,300 N 7TH ST,BISMARCK,ND,58506,ND - Bismarck
350019,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,ND - Grand Forks
350063,PO BOX 160,BELCOURT,ND,58316,ND - Grand Forks
350070,3000 32ND AVE SOUTH,FARGO,ND,58104,ND - Fargo/Moorhead MN
360001,7500 STATE ROAD,CINCINNATI,OH,45255,OH - Cincinnati
360002,1025 CENTER ST,ASHLAND,OH,44805,OH - Columbus
360003,234 GOODMAN STREET,CINCINNATI,OH,45267,OH - Cincinnati
360006,3535 OLENTANGY RIVER RD,COLUMBUS,OH,43214,OH - Columbus
360008,1805 27TH STREET,PORTSMOUTH,OH,45662,OH - Columbus
360009,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,OH - Dayton
360010,659 BOULEVARD,DOVER,OH,44622,OH - Canton
360011,1000 MCKINLEY PARK DRIVE,MARION,OH,43302,OH - Columbus
360012,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,OH,43081,OH - Columbus
360013,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,OH - Dayton
360014,55 HOSPITAL DRIVE,ATHENS,OH,45701,OH - Columbus
360016,4777 EAST GALBRAITH ROAD,CINCINNATI,OH,45236,OH - Cincinnati
360017,111 SOUTH GRANT AVENUE,COLUMBUS,OH,43215,OH - Columbus
360019,155 5TH STREET N E,BARBERTON,OH,44203,OH - Akron
360020,525 EAST MARKET STREET,AKRON,OH,44309,OH - Akron
360025,1111 HAYES AVENUE,SANDUSKY,OH,44870,OH - Cleveland
360026,1141 NORTH MONROE DRIVE,XENIA,OH,45385,OH - Kettering
360027,400 WABASH AVENUE,AKRON,OH,44307,OH - Akron
360029,950 WEST WOOSTER STREET,BOWLING GREEN,OH,43402,OH - Toledo
360032,200 SAINT CLAIR STREET,SAINT MARYS,OH,45885,OH - Dayton
360035,793 WEST STATE STREET,COLUMBUS,OH,43222,OH - Columbus
360036,1761 BEALL AVENUE,WOOSTER,OH,44691,OH - Canton
360037,2351 EAST 22ND STREET,CLEVELAND,OH,44115,OH - Cleveland
360039,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,OH - Columbus
360040,1330 COSHOCTON ROAD,MOUNT VERNON,OH,43050,OH - Columbus
360041,7007 POWERS BOULEVARD,PARMA,OH,44129,OH - Cleveland
360044,835 SWEITZER STREET,GREENVILLE,OH,45331,OH - Dayton
360046,110 NORTH POPLAR STREET,OXFORD,OH,45056,OH - Cincinnati
360048,3000 ARLINGTON AVENUE,TOLEDO,OH,43699,OH - Toledo
360051,ONE WYOMING STREET,DAYTON,OH,45409,OH - Dayton
360052,2222 PHILADELPHIA DRIVE,DAYTON,OH,45406,OH - Dayton
360054,100 JACKSON PIKE,GALLIPOLIS,OH,45631,OH - Columbus
360055,1350 EAST MARKET STREET,WARREN,OH,44482,OH - Youngstown
360056,3000 MACK ROAD,FAIRFIELD,OH,45014,OH - Cincinnati
360058,800 WEST MAIN STREET,COLDWATER,OH,45828,OH - Dayton
360059,2500 METROHEALTH DRIVE,CLEVELAND,OH,44109,OH - Cleveland
360064,1044 BELMONT AVENUE,YOUNGSTOWN,OH,44501,OH - Youngstown
360065,272 BENEDICT AVENUE,NORWALK,OH,44857,OH - Cleveland
360066,730 WEST MARKET STREET,LIMA,OH,45801,OH - Dayton
360068,2142 NORTH COVE BOULEVARD,TOLEDO,OH,43606,OH - Toledo
360070,1320 MERCY DRIVE NW,CANTON,OH,44708,OH - Canton
360071,1250 S WASHINGTON STREET,VAN WERT,OH,45891,IN - Fort Wayne
360072,401 NORTH EWING STREET,LANCASTER,OH,43130,OH - Columbus
360074,5200 HARROUN ROAD,SYLVANIA,OH,43560,OH - Toledo
360075,27100 CHARDON ROAD,RICHMOND HEIGHT,OH,44143,OH - Cleveland
360076,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,OH - Kettering
360077,18101 LORAIN AVENUE,CLEVELAND,OH,44111,OH - Cleveland
360078,6847 N CHESTNUT,RAVENNA,OH,44266,OH - Akron
360079,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,OH - Kettering
360080,90 NORTH FOURTH STREET,MARTINS FERRY,OH,43935,PA - Pittsburgh
360081,2600 NAVARRE AVENUE,OREGON,OH,43616,OH - Toledo
360082,18901 LAKE SHORE BOULEVARD,EUCLID,OH,44119,OH - Cleveland
360084,2600 SIXTH STREET SW,CANTON,OH,44710,OH - Canton
360085,410 WEST 10TH AVENUE,COLUMBUS,OH,43210,OH - Columbus
360086,100 MEDICAL CENTER DRIVE,SPRINGFIELD,OH,45504,OH - Dayton
360087,1730 WEST 25TH STREET,CLEVELAND,OH,44113,OH - Cleveland
360089,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,OH - Toledo
360090,5901 MONCLOVA ROAD,MAUMEE,OH,43537,OH - Toledo
360091,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,OH - Cleveland
360092,500 LONDON AVENUE,MARYSVILLE,OH,43040,OH - Columbus
360095,1900 SOUTH MAIN STREET,FINDLAY,OH,45840,OH - Toledo
360096,425 WEST 5TH STREET,EAST LIVERPOOL,OH,43920,PA - Pittsburgh
360098,7590 AUBURN ROAD,CONCORD,OH,44077,OH - Cleveland
360101,13951 TERRACE ROAD,CLEVELAND,OH,44112,OH - Cleveland
360107,1400 WEST MAIN STREET,BELLEVUE,OH,44811,OH - Cleveland
360109,1460 ORANGE STREET,COSHOCTON,OH,43812,OH - Columbus
360112,2213 CHERRY STREET,TOLEDO,OH,43608,OH - Toledo
360113,3131 QUEEN CITY AVENUE,CINCINNATI,OH,45238,OH - Cincinnati
360115,44 BLAINE AVENUE,BEDFORD,OH,44146,OH - Cleveland
360116,425 HOME STREET,GEORGETOWN,OH,45121,OH - Cincinnati
360118,335 GLESSNER AVENUE,MANSFIELD,OH,44903,OH - Columbus
360121,433 WEST HIGH STREET,BRYAN,OH,43506,IN - Fort Wayne
360123,29000 CENTER RIDGE ROAD,WESTLAKE,OH,44145,OH - Cleveland
360125,2420 LAKE AVENUE,ASHTABULA,OH,44004,OH - Cleveland
360130,254 CLEVELAND AVENUE,AMHERST,OH,44001,OH - Elyria
360131,200 EAST STATE STREET,ALLIANCE,OH,44601,OH - Canton
360132,630 EATON AVENUE,HAMILTON,OH,45013,OH - Cincinnati
360133,405 GRAND AVENUE,DAYTON,OH,45405,OH - Dayton
360134,375 DIXMYTH AVENUE,CINCINNATI,OH,45220,OH - Cincinnati
360137,11100 EUCLID AVENUE,CLEVELAND,OH,44106,OH - Cleveland
360141,500 GYPSY LANE,YOUNGSTOWN,OH,44501,OH - Youngstown
360143,12300 MCCRACKEN ROAD,GARFIELD HEIGHT,OH,44125,OH - Cleveland
360144,20000 HARVARD ROAD,WARRENSVILLE HE,OH,44122,OH - Cleveland
360145,630 EAST RIVER STREET,ELYRIA,OH,44035,OH - Elyria
360147,401 MATTHEW STREET,MARIETTA,OH,45750,OH - Columbus
360148,981 WOOSTER ROAD,MILLERSBURG,OH,44654,OH - Canton
360150,1900 23RD STREET,CUYAHOGA FALLS,OH,44223,OH - Akron
360151,875 EIGHTH STREET NE,MASSILLON,OH,44646,OH - Canton
360152,5100 WEST  BROAD STREET,COLUMBUS,OH,43228,OH - Columbus
360153,4697 HARRISON STREET,BELLAIRE,OH,43906,PA - Pittsburgh
360155,18697 BAGLEY ROAD,MIDDLEBURG HEIG,OH,44130,OH - Cleveland
360156,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,OH - Toledo
360159,272 HOSPITAL ROAD,CHILLICOTHE,OH,45601,OH - Columbus
360161,667 EASTLAND AVE SE,WARREN,OH,44481,OH - Youngstown
360163,2139 AUBURN AVENUE,CINCINNATI,OH,45219,OH - Cincinnati
360170,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,OH - Columbus
360172,3700 KOLBE ROAD,LORAIN,OH,44053,OH - Elyria
360174,3130 NORTH COUNTY ROAD 25A,TROY,OH,45373,OH - Dayton
360175,610 WEST MAIN STREET,WILMINGTON,OH,45177,OH - Cincinnati
360179,10500 MONTGOMERY ROAD,CINCINNATI,OH,45242,OH - Cincinnati
360180,9500 EUCLID AVENUE,CLEVELAND,OH,44195,OH - Cleveland
360185,1995 EAST STATE STREET,SALEM,OH,44460,OH - Youngstown
360189,210 NORTH MAIN STREET,LONDON,OH,43140,OH - Columbus
360192,13207 RAVENNA RD,CHARDON,OH,44024,OH - Cleveland
360195,195 WADSWORTH ROAD,WADSWORTH,OH,44281,OH - Akron
360197,205 PALMER AVENUE,BELLEFONTAINE,OH,43311,OH - Columbus
360203,1341 NORTH CLARK STREET,CAMBRIDGE,OH,43725,OH - Columbus
360210,561 WEST CENTRAL AVENUE,DELAWARE,OH,43015,OH - Columbus
360211,380 SUMMIT AVENUE,STEUBENVILLE,OH,43952,PA - Pittsburgh
360212,14519 DETROIT AVENUE,LAKEWOOD,OH,44107,OH - Cleveland
360218,1320 WEST MAIN STREET,NEWARK,OH,43055,OH - Columbus
360230,6780 MAYFIELD ROAD,MAYFIELD HEIGHT,OH,44124,OH - Cleveland
360234,2446 KIPLING AVENUE,CINCINNATI,OH,45239,OH - Cincinnati
360236,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,OH - Cincinnati
360239,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,OH - Kettering
360247,349 OLDE RIDENOUR ROAD,COLUMBUS,OH,43230,OH - Columbus
360259,2801 BAY PARK DRIVE,OREGON,OH,43616,OH - Toledo
360262,3404 SYLVANIA AVENUE,TOLEDO,OH,43623,OH - Toledo
360263,"801 MEDICAL DRIVE, SUITE B",LIMA,OH,45804,OH - Dayton
360266,7333 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,OH - Columbus
360269,3125 HAMILTON MASON ROAD,HAMILTON,OH,45011,OH - Cincinnati
360270,1404 EAST SECOND STREET,DEFIANCE,OH,43512,IN - Fort Wayne
360274,ONE ELIZABETH PLACE,DAYTON,OH,45408,OH - Dayton
360276,8401 MARKET STREET,BOARDMAN,OH,44512,OH - Youngstown
360347,2000 TAMARACK ROAD,NEWARK,OH,43055,OH - Columbus
360348,7500 HOSPITAL AVENUE,DUBLIN,OH,43016,OH - Columbus
360351,444 NORTH MAIN STREET,AKRON,OH,44310,OH - Akron
360352,7630 SOUTHERN BLVD,YOUNGSTOWN,OH,44512,OH - Youngstown
360354,7700 UNIVERSITY DRIVE,WEST CHESTER,OH,45069,OH - Cincinnati
360355,100 WEST MAIN STREET,SPRINGFIELD,OH,45502,OH - Dayton
360356,2390 ENTERPRISE DRIVE,FREMONT,OH,43420,OH - Toledo
360359,3999 RICHMOND ROAD,BEACHWOOD,OH,44122,OH - Cleveland
370001,1120 SOUTH UTICA AVENUE,TULSA,OK,74104,OK - Tulsa
370002,900 17TH STREET,WOODWARD,OK,73801,OK - Oklahoma City
370004,"200 SECOND AVENUE SOUTHWEST, BOX 1207",MIAMI,OK,74355,MO - Joplin
370006,1900 NORTH 14TH STREET,PONCA CITY,OK,74601,OK - Oklahoma City
370007,905 SOUTH MAIN STREET,SHATTUCK,OK,73858,OK - Oklahoma City
370008,901 NORTH PORTER,NORMAN,OK,73070,OK - Oklahoma City
370011,2115 PARK VIEW DRIVE,EL RENO,OK,73036,OK - Oklahoma City
370013,4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,OK - Oklahoma City
370014,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,TX - Dallas
370015,111 NORTH BAILEY STREET,PRYOR,OK,74361,OK - Tulsa
370016,600 SOUTH MONROE,ENID,OK,73701,OK - Oklahoma City
370018,3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,OK,74006,OK - Tulsa
370019,1801 WEST 3RD STREET,ELK CITY,OK,73644,OK - Oklahoma City
370020,430 NORTH MONTA VISTA,ADA,OK,74820,OK - Oklahoma City
370022,1200 EAST PECAN ST,ALTUS,OK,73523,OK - Oklahoma City
370023,1407 WHISENANT DRIVE,DUNCAN,OK,73533,OK - Lawton
370025,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,OK - Tulsa
370026,305 SOUTH 5TH STREET,ENID,OK,73701,OK - Oklahoma City
370028,3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73112,OK - Oklahoma City
370029,100 NORTH 30TH STREET,CLINTON,OK,73601,OK - Oklahoma City
370030,710 SOUTH 13TH STREET,BLACKWELL,OK,74631,OK - Oklahoma City
370032,5501 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73112,OK - Oklahoma City
370034,ONE CLARK BASS BOULEVARD,MCALESTER,OK,74501,OK - Tulsa
370036,400 EAST CHESTNUT STREET,HOLLIS,OK,73550,OK - Oklahoma City
370037,1000 NORTH LEE AVENUE,OKLAHOMA CITY,OK,73101,OK - Oklahoma City
370039,1202 N MUSKOGEE PLACE,CLAREMORE,OK,74017,OK - Tulsa
370040,105 WALL STREET,POTEAU,OK,74953,AR - Fort Smith
370041,700 W. 7TH,BRISTOW,OK,74010,OK - Tulsa
370047,"1011 FOURTEENTH AVENUE, NORTHWEST",ARDMORE,OK,73401,OK - Oklahoma City
370048,1301 LINCOLN ROAD,IDABEL,OK,74745,AR - Texarkana
370049,1323 WEST 6TH STREET,STILLWATER,OK,74076,OK - Tulsa
370051,319 EAST JOSEPHINE,FREDERICK,OK,73542,OK - Lawton
370054,2220 IOWA STREET,CHICKASHA,OK,73018,OK - Oklahoma City
370056,3401 WEST GORE BOULVARD,LAWTON,OK,73505,OK - Lawton
370057,"1401 MORRIS DRIVE, P O BOX 1038",OKMULGEE,OK,74447,OK - Tulsa
370065,735 NORTH FOREMAN,VINITA,OK,74301,OK - Tulsa
370072,806 STATE HIGHWAY 2 NORTH,WILBURTON,OK,74578,AR - Fort Smith
370078,744 WEST 9TH STREET,TULSA,OK,74127,OK - Tulsa
